"Date","Price","Open","High","Low","Vol.","Change %"
"08/13/2021","3,335.0","3,308.8","3,337.6","3,305.8","","0.67%"
"08/12/2021","3,313.0","3,328.6","3,328.6","3,287.0","","-1.13%"
"08/11/2021","3,350.9","3,370.4","3,373.4","3,310.0","","-0.24%"
"08/10/2021","3,358.9","3,406.5","3,409.5","3,337.6","","-1.20%"
"08/09/2021","3,399.8","3,424.4","3,428.1","3,387.6","","-0.36%"
"08/06/2021","3,412.0","3,404.4","3,427.6","3,403.5","","-0.36%"
"08/05/2021","3,424.5","3,447.2","3,451.4","3,408.4","","-0.36%"
"08/04/2021","3,436.9","3,415.1","3,450.4","3,405.7","","1.18%"
"08/03/2021","3,396.7","3,382.1","3,397.8","3,340.4","","0.57%"
"08/02/2021","3,377.5","3,388.5","3,420.3","3,370.8","","0.62%"
"07/30/2021","3,356.5","3,304.5","3,361.2","3,304.5","","0.70%"
"07/29/2021","3,333.2","3,286.4","3,339.9","3,280.4","","1.86%"
"07/28/2021","3,272.4","3,230.1","3,283.2","3,217.0","","1.76%"
"07/27/2021","3,216.0","3,259.0","3,261.7","3,152.6","","-1.86%"
"07/26/2021","3,276.9","3,268.7","3,286.9","3,256.9","","-0.10%"
"07/23/2021","3,280.1","3,273.3","3,281.3","3,239.3","","0.63%"
